42	49	27	93	11	133	78
87	74	10	82	65	115	24
29	22	133	111	141	35	59
51	21	59	131	133	79	119
144	37	51	134	129	71	89
69	103	112	51	135	121	81
60	43	126	17	96	76	6
13	55	11	122	138	40	112
29	9	100	36	92	76	43
10	38	90	23	110	7	79
28	14	90	102	55	87	35
115	67	53	128	29	29	21
81	33	44	32	86	115	67
36	28	35	120	99	28	150
138	42	105	20	43	64	37
88	11	87	36	88	115	75
55	141	5	149	53	133	77
18	32	10	40	14	71	139
94	87	75	124	139	88	52
1	133	82	101	82	85	124
19	122	41	67	9	140	52
31	90	142	93	8	102	47
136	104	101	52	60	87	114
119	135	126	115	57	86	64
112	133	148	118	88	28	107
109	69	133	68	9	120	43
138	50	30	86	149	84	148
54	81	16	98	103	10	11
18	61	128	83	55	129	31
60	113	3	142	97	112	80
111	72	87	74	62	17	111
66	40	20	29	110	100	64
77	74	123	100	22	33	119
43	50	32	102	49	134	50
69	22	55	34	137	6	5
26	5	122	120	28	134	71
107	148	123	95	62	26	11
13	58	24	65	12	1	8
21	95	143	116	8	61	76
78	36	67	78	131	19	141
69	141	99	82	116	66	97
141	132	141	106	27	80	32
66	129	60	84	84	44	135
79	103	57	136	69	126	4
123	122	8	60	98	79	128
14	31	122	145	44	145	10
70	32	44	104	4	96	137
109	69	88	66	96	51	62
127	90	42	42	119	111	67
66	44	14	107	73	145	139
63	115	35	22	85	80	110
1	97	24	52	111	91	65
89	63	65	48	11	42	96
50	47	39	144	98	131	21
94	44	101	35	144	103	68
107	9	137	143	72	39	147
146	13	29	16	131	11	86
120	107	131	5	89	110	26
42	142	5	4	148	86	146
112	40	33	131	149	7	128
49	76	122	18	75	97	55
49	19	47	141	73	144	139
148	8	120	87	141	101	100
129	131	77	87	34	104	139
63	106	14	117	60	112	115
49	26	89	48	140	46	80
68	124	24	7	101	26	75
25	52	76	74	101	103	52
21	100	125	27	29	100	141
111	97	128	47	57	78	127
56	121	41	123	147	136	110
125	80	84	70	130	54	23
88	140	89	83	37	79	90
65	47	142	14	87	36	1
3	107	146	17	60	41	61
20	127	82	94	73	129	17
47	105	40	70	145	75	31
97	32	33	24	73	118	43
96	120	84	20	149	14	4
72	15	82	92	40	108	141
82	115	91	102	100	126	29
120	27	59	17	52	51	135
37	85	133	48	104	109	3
6	61	8	108	134	16	63
59	74	116	102	144	97	10
109	62	135	16	7	149	126
145	108	132	66	27	29	110
44	62	67	45	22	148	143
120	9	117	16	33	64	49
147	48	126	87	70	16	46
117	138	54	23	76	88	59
63	85	88	119	69	63	66
67	52	42	103	130	67	106
73	42	109	15	146	2	124
22	28	94	57	26	85	98
21	37	71	27	39	34	105
10	50	54	137	113	146	130
31	71	87	110	85	9	58
56	77	127	83	93	124	23
88	15	107	22	2	109	17
44	120	114	136	20	22	120
121	25	16	68	44	135	4
128	86	74	114	149	79	23
75	30	56	136	106	91	60
144	97	147	29	88	148	127
10	2	88	71	116	121	88
14	59	105	149	80	49	108
30	94	3	53	22	35	123
24	101	115	137	75	50	101
124	136	102	37	23	23	11
142	8	138	34	128	150	130
21	65	66	87	27	126	71
21	81	136	52	25	120	92
76	41	26	115	94	125	76
26	142	68	30	36	5	150
10	54	23	49	62	81	45
11	47	36	50	144	61	71
84	61	110	95	128	50	118
42	145	119	25	31	12	148
58	122	76	21	25	108	64
150	1	67	110	14	6	52
55	140	104	113	88	85	92
63	106	107	93	36	108	98
23	70	75	7	23	84	1
71	90	53	132	9	118	130
113	122	95	34	101	74	78
76	53	86	16	126	15	26
71	41	128	14	130	115	123
112	95	71	27	91	66	30
51	150	90	28	10	129	118
5	115	52	91	91	70	84
102	79	103	120	3	96	47
50	32	122	100	111	19	109
64	109	10	25	127	60	58
51	134	127	147	149	120	25
77	21	129	51	120	43	43
130	34	111	58	68	145	109
30	128	90	99	150	82	132
51	2	126	46	146	7	147
5	69	117	63	77	118	131
102	49	112	83	100	131	80
37	107	137	66	104	80	145
129	83	35	42	17	74	72
78	76	49	70	22	138	93
8	98	125	3	59	112	21
13	63	126	72	143	47	82
1	129	148	110	61	89	61
98	120	54	5	3	55	76
47	4	71	57	131	53	82
126	149	71	148	46	113	22
99	35	119	77	51	19	47
78	132	74	86	42	132	140
97	45	63	54	68	122	55
2	75	140	26	104	8	137
16	40	107	22	67	85	72
137	33	87	136	71	86	121
127	23	49	49	106	148	71
31	80	4	70	76	120	136
106	32	102	124	74	53	142
8	117	82	115	46	71	90
118	69	60	12	140	72	48
90	54	70	116	12	30	21
126	105	65	15	76	10	113
17	115	57	99	83	68	75
121	35	81	40	109	98	31
55	148	22	117	133	22	88
42	36	8	35	125	32	42
59	32	89	3	58	11	72
42	32	77	87	26	25	6
150	48	110	44	77	49	8
94	54	70	85	16	133	63
58	21	104	99	90	49	49
120	99	125	128	83	70	18
120	113	50	41	99	73	25
88	10	141	94	78	116	67
119	43	12	6	7	76	21
7	14	83	110	17	14	146
17	62	2	141	39	75	42
11	43	68	75	43	136	16
125	91	23	6	123	59	126
107	11	143	81	77	39	59
115	136	32	106	62	130	123
70	90	16	67	57	67	119
87	141	80	37	139	83	62
5	14	103	86	49	111	13
28	140	128	71	47	98	127
137	101	16	150	11	149	119
117	101	98	129	88	79	145
103	16	35	125	5	133	142
46	104	69	139	43	42	117
94	147	79	37	131	73	63
147	149	14	115	108	99	141
93	78	132	111	51	93	129
125	17	98	34	127	120	75
9	11	20	21	62	56	15
78	34	36	128	20	24	58
147	132	9	103	110	58	13
77	74	115	40	85	49	50
40	146	5	121	12	52	130
115	99	136	124	73	27	11
103	129	135	2	130	116	150
121	58	142	135	12	11	67
113	111	63	64	119	106	80
130	99	147	127	83	113	122
4	43	33	133	126	82	144
66	93	93	84	1	92	51
73	28	65	108	45	34	81
130	148	61	22	135	140	75
116	80	39	135	87	35	126
108	94	103	21	145	70	72
93	97	130	93	82	82	25
149	115	108	141	59	71	76
5	105	132	96	146	3	67
73	69	48	147	3	16	115
106	68	41	85	75	71	95
8	126	92	52	51	107	78
25	78	149	10	37	17	137
12	106	37	32	66	106	103
108	18	128	9	118	43	107
88	14	104	68	118	31	94
107	116	112	127	71	122	61
30	137	77	83	16	104	28
119	64	24	17	117	85	32
127	130	100	86	60	23	14
65	132	64	76	87	8	121
106	93	87	62	21	1	140
138	135	9	86	60	49	87
67	23	81	61	45	63	68
126	62	137	122	134	70	94
102	84	136	142	5	31	99
50	41	15	64	22	75	139
68	150	9	131	79	46	27
70	145	11	52	147	100	106
119	67	76	76	133	9	110
143	30	104	141	38	12	35
87	103	53	138	99	50	126
127	77	100	53	18	1	130
141	79	13	39	40	117	82
99	65	84	18	123	123	124
106	67	53	89	134	105	91
150	125	87	5	81	74	45
72	99	111	83	146	107	90
63	28	129	58	14	18	143
8	3	96	107	39	41	42
146	143	10	102	14	93	65
61	126	30	73	4	22	134
88	125	9	83	74	125	55
96	54	80	93	118	82	120
146	43	92	142	79	144	21
143	14	150	77	59	63	139
60	26	41	48	58	130	143
77	110	86	68	121	46	18
95	41	66	97	144	127	57
82	93	89	88	14	5	28
16	105	48	95	119	56	24
127	141	114	98	6	134	66
88	148	115	73	105	82	71
24	37	78	17	40	87	71
83	115	144	33	145	104	93
40	150	71	18	50	124	88
19	145	17	95	93	18	18
132	132	82	57	47	85	77
37	126	61	103	19	139	58
139	48	83	107	89	108	115
64	21	43	3	147	24	69
36	18	82	48	67	133	100
73	35	33	67	49	108	107
53	33	132	128	49	51	65
136	53	16	77	46	127	47
21	21	83	9	103	82	41
5	145	62	101	99	101	114
77	67	4	67	63	105	125
87	45	111	45	128	146	84
92	50	126	91	6	1	79
44	68	76	73	55	121	12
64	94	49	113	18	95	40
75	77	118	98	103	100	143
26	115	131	12	19	74	28
146	37	71	109	67	46	104
127	93	11	137	66	101	84
6	127	138	94	146	116	132
115	119	93	130	97	44	78
50	3	122	102	141	74	132
143	124	93	75	62	120	122
31	45	2	55	19	41	97
93	143	34	81	29	125	13
86	43	37	26	68	61	67
4	99	63	137	75	34	119
141	62	113	16	145	35	78
106	128	149	67	15	99	33
16	115	33	128	64	149	32
98	85	124	99	71	60	37
65	104	114	140	127	58	130
71	135	150	80	123	21	124
146	125	101	23	2	125	52
100	140	101	104	114	83	129
82	44	31	52	127	138	110
94	93	105	22	72	87	81
63	2	89	32	27	6	73
16	40	74	118	134	118	23
3	16	73	33	29	105	100
27	78	129	78	16	140	67
143	84	86	73	47	89	89
65	106	49	25	115	78	91
10	15	87	2	82	101	22
71	41	140	95	78	97	59
7	51	78	129	144	8	148
49	57	80	9	79	76	113
90	86	47	141	16	17	109
70	89	94	37	21	54	88
43	107	131	90	6	100	41
14	53	72	100	16	91	29
105	8	40	103	143	34	55
76	3	36	56	127	83	138
8	20	129	13	57	125	61
117	122	9	144	94	82	31
149	33	146	27	150	118	104
46	130	136	46	95	117	134
89	55	100	21	71	17	34
4	117	128	115	118	95	54
43	65	77	125	148	83	60
124	54	116	123	97	63	68
50	36	86	75	103	3	64
3	81	114	62	111	58	16
29	93	135	128	3	131	79
104	113	88	61	15	77	18
52	6	99	31	120	53	129
141	90	135	100	3	146	22
61	98	149	107	20	89	80
73	24	124	52	133	71	123
69	48	75	140	36	58	146
86	8	16	77	51	65	92
120	6	137	5	29	147	145
37	96	90	54	130	88	66
113	94	2	79	32	21	57
122	142	113	34	35	6	141
143	7	96	125	69	123	63
47	150	61	26	4	37	92
64	48	85	120	141	38	102
116	116	55	41	142	104	125
103	86	62	137	88	111	135
111	91	10	88	70	119	139
80	72	61	77	30	84	15
46	68	59	66	72	117	48
28	16	134	31	30	25	111
127	80	145	33	53	134	23
92	1	144	135	89	44	15
121	39	126	29	19	109	132
80	98	116	147	62	88	3
46	92	25	42	18	93	144
62	106	98	112	50	6	101
47	91	122	103	123	40	83
72	30	101	63	70	112	17
99	29	34	25	6	120	71
46	135	3	32	67	26	124
89	118	13	109	125	42	25
111	115	32	98	140	105	132
119	75	142	44	102	54	84
48	142	22	144	79	2	73
92	96	78	38	98	58	125
17	97	30	116	71	19	99
71	104	110	71	29	12	127
52	7	92	101	76	4	56
130	141	135	123	137	112	15
135	7	14	124	60	35	18
75	91	136	84	146	100	145
75	138	131	2	82	111	33
50	18	138	38	57	136	81
95	79	77	64	14	81	65
100	24	47	110	39	42	126
93	118	79	56	136	45	98
48	67	54	82	38	89	70
21	138	114	88	70	4	96
7	121	86	127	18	9	32
146	51	134	29	140	116	26
94	102	73	18	43	97	149
68	81	10	127	13	58	79
93	120	28	110	16	102	97
1	141	125	7	133	54	100
127	45	61	39	96	6	93
51	6	52	29	11	44	53
109	40	95	20	20	6	44
78	8	76	57	91	3	58
83	38	109	82	130	137	125
33	82	80	38	7	85	144
57	146	57	67	109	17	84
108	75	104	145	72	54	44
20	21	56	91	145	24	81
45	15	49	4	62	19	148
41	88	64	67	6	38	145
13	144	26	82	119	65	84
58	58	50	69	120	20	84
109	136	148	63	16	63	40
104	29	90	76	13	24	64
19	150	33	129	39	110	90
91	100	6	148	44	38	141
102	66	136	88	29	58	135
24	45	111	145	64	33	122
119	117	115	79	118	115	23
110	147	114	140	54	108	94
137	78	58	87	50	58	66
88	70	8	64	92	72	69
123	123	20	75	54	6	81
21	17	126	102	108	67	75
21	72	104	100	23	29	24
21	70	56	150	86	94	39
59	58	23	82	136	88	30
128	130	144	120	90	37	49
79	123	42	70	150	14	140
77	137	93	129	64	18	58
68	99	138	132	115	104	111
130	2	146	30	123	21	21
131	22	129	133	127	122	102
88	78	134	79	8	33	81
56	81	142	46	132	102	54
24	71	104	103	61	12	60
138	131	70	57	73	51	32
70	8	35	10	81	57	81
150	30	125	146	52	126	109
109	18	96	73	57	2	55
95	81	69	71	125	140	142
94	29	140	37	46	5	50
13	10	47	22	87	61	96
70	15	105	13	137	28	57
98	119	53	3	129	48	9
107	141	91	6	66	118	2
109	18	34	39	64	4	119
62	84	48	74	18	89	67
146	90	84	3	33	59	114
121	67	72	110	57	52	3
63	27	77	95	150	136	92
88	52	67	84	122	11	90
27	145	71	86	10	54	64
110	26	12	24	97	78	6
5	144	17	21	80	69	141
47	69	149	42	2	146	39
81	132	78	46	26	112	68
37	64	33	67	118	41	71
62	150	58	96	9	2	140
120	61	31	127	23	91	99
15	40	66	125	69	83	94
21	15	87	123	143	64	58
97	133	139	76	33	46	64
102	29	45	126	74	93	100
145	63	114	69	10	101	6
139	35	38	144	88	136	6
73	77	39	26	22	123	52
79	9	110	41	43	96	97
149	102	42	62	139	120	124
57	104	45	24	68	45	131
33	81	78	46	87	46	104
122	7	2	115	103	31	127
60	77	28	53	120	78	132
142	106	1	113	82	127	40
62	140	128	62	28	4	16
103	48	12	37	149	141	10
57	31	125	65	36	65	141
147	97	130	145	98	129	29
54	68	130	98	58	117	97
147	84	150	75	37	34	114
147	21	92	24	72	9	125
43	10	15	102	52	20	17
54	148	101	9	128	30	130
13	45	135	78	76	73	42
60	30	46	119	44	41	60
106	109	36	15	63	30	112
89	140	102	136	77	33	17
60	148	69	21	110	20	110
14	60	51	80	15	17	37
91	59	137	112	133	58	22
56	104	60	80	74	74	136
140	96	143	13	75	90	141
24	15	141	20	8	85	69
115	109	120	25	116	94	43
120	103	26	11	109	44	117
23	52	3	145	86	48	133
127	98	28	55	140	125	11
23	102	63	78	67	98	54
24	138	149	133	138	87	5
89	148	17	117	149	27	66
101	4	146	143	144	112	56
77	78	78	21	45	47	83
146	36	104	49	128	104	48
101	33	34	115	27	122	5
80	87	89	145	25	21	126
3	73	4	96	57	145	78
74	110	5	45	36	63	91
119	139	126	46	122	48	148
109	120	8	77	70	31	138
105	10	31	89	129	53	20
88	72	74	117	144	22	84
30	13	12	121	93	101	98
138	76	25	9	29	41	124
65	146	143	103	34	45	34
134	146	115	36	37	55	81
44	94	101	42	117	35	94
21	49	56	76	67	84	139
45	53	22	5	32	119	86
124	12	49	56	46	144	120
28	75	55	38	3	76	31
144	19	114	5	1	77	39
140	85	78	139	120	125	8
65	139	110	83	78	120	107
140	13	123	20	115	137	131
91	39	28	8	106	44	3
109	1	40	42	111	24	137
150	132	19	36	146	148	103
72	134	89	68	10	83	146
66	7	64	73	126	107	16
