X		    Y
9.8972136412880385 -3.6932190133270226
-12.4400330211855970 13.4954516145618015
-10.5117311706816636 -6.8558690771006514
-9.0331908312976275 -8.0684948520691222
-11.3651453965310765 15.0186543562481116
9.8899743233643225 -3.0367159173296496
8.7760434386315076 -4.0143644863369046
9.2694488513123261 -2.4957626969018643
-13.8411819372884075 13.6615166426764851
-13.0603525168414638 14.0924206932944749
10.1643250281189275 -2.8032351421764434
9.4102841063245570 -2.7995799092529738
-11.1880156467407659 15.2676180106512565
9.9555534291015189 -3.5976147710532556
-7.0006937544118495 -6.5464385624896826
-5.6294047624068444 -6.6633282016253386
-9.6348403759306684 -5.1324421335415478
-9.3658574277499174 -7.5402341939326947
10.0503436786688116 -4.2342963255093391
9.3907114910007099 -3.4782017701673840
-9.8429789741780187 15.5107942432401842
-8.0186841168898741 -7.2233376137860850
-11.7153243871264117 14.7836547546668289
9.4153119457067920 -0.8937747315082336
-7.6636729198168609 -8.5369641770106668
9.5412927128462126 -4.1308318129774220
-9.7041196653395048 14.0275318562019446
11.0913078693209641 -3.5518161487697855
-7.8510095206160191 -8.1461050441634963
-8.1085219898962642 -6.9032168410077999
8.4729179880132097 -4.2506523983664266
7.9969761434328683 -3.7476511801016512
-11.4886458272394663 12.5344430961854538
-8.1453066701184778 -7.2106065257951641
10.4747324468911227 -2.6117954090772884
-12.2256692622885375 14.4796144239145335
9.4829708939009656 -4.5462144630065371
9.0651288650878179 -2.2204398319137404
-8.1464443076678084 -5.6986195765569514
-6.6277060675356596 -6.1257764445184000
-13.5432117357060147 14.5759950319710931
-10.9833705308434944 13.8935621127742444
-12.6052361694935886 16.4451026082963594
9.1658683757748260 -2.7542111555207986
9.4746394175482447 -2.5732958331734364
8.5717553463185467 -3.7827371876279718
9.3616727725635620 -3.4828793902516559
10.6189359366098905 -1.9933891973229958
9.0199192966548232 -5.2257020747481642
-7.4305832313197442 -6.8100551324887144
-12.7317919533428796 15.2360531060901092
-8.7165327257317529 15.3765960189622408
-11.5044211087733697 14.6166896335991012
-10.4676086810856113 13.4136972297924046
-8.0021416075215424 -8.8446664709122000
-8.7146440095773503 -7.4973211323690903
-13.0919881564699718 14.3715222809228482
8.9708171970619723 -3.0964363501306211
10.6483316273631612 -3.4556271407334544
10.7397923390458345 -3.3494173440858552
-8.0575925310404095 -7.3444430801776548
-11.4203605696461050 14.8133604139212398
8.0632626817693467 -3.0803051051099497
11.0485343569793990 -2.9259229795650175
-11.2286242323077090 14.6141024256610255
10.4325284683822641 -2.7940455700871936
9.7766718049377470 -3.7054236849138698
10.5982428941585791 -6.2439193259124188
-10.3362786670243825 15.1467431289390770
-7.2426203523571733 -7.5697642450789147
-10.4543931124461995 14.3638281955450733
10.1070633876563942 -2.8952428718987435
-10.8046842317377294 13.8460661677532073
-9.9338740522887647 15.5917409913661356
-7.7974503534580757 -6.4543032405191809
-9.8477723823424217 12.8341925523603013
8.7570675904498660 -2.7702631485212486
10.0011931487836101 -3.1472196547316136
10.3802348651196557 -2.5129738971400943
11.3932315082177151 -3.0066095056274387
-8.3492827714749200 -5.4692025326314457
-10.6948332973422673 14.8685898153245919
-11.4511831502749164 13.1046816569734368
-7.9322511868889878 -6.6321142580838961
-8.4996530274667936 -7.2573285742344842
-11.2031546306662655 14.4991277354303882
-8.5412893454788019 -6.6821444898751992
10.2482563472009112 -1.3966099104862368
-8.2016258813563194 -6.0722123822560432
-12.0321339404860002 13.4940323582407302
-7.9674628161468002 -6.6437319704191307
-11.2237233385225768 14.5920398157078246
-8.7044877526519358 -4.3685072422565803
-11.3854304465357412 14.7574953993760847
-6.2531987675115221 -6.4249449130568186
-8.2103630964612542 -6.1216921304797562
-6.8238553119315739 -5.7769851060460624
10.5734762661599717 -5.2608291590541008
-10.8630031864621905 15.2082903519140054
9.5703062522627000 -3.3637093659799198
-8.1768015514758385 -7.1964519433124829
-7.0751134942151550 -6.2258483235888082
-8.0305724582630482 -5.1251553918892041
-9.9494967269607528 15.0500440802997044
-12.4006682296199919 14.6544658843199578
-6.0920603651682042 -7.8909909597952046
-6.6965727048484185 -7.7277858429222590
-10.9015282047329123 16.5943701529058814
-8.1550204214385982 -6.8589754497306856
