X		   Y
1.7373928602191888 5.4521197453681456
0.9296211227972223 6.5802036177401044
-6.4006199307107012 -0.8116273888007590
2.1228567086064389 8.1198458145322174
-8.2859574313699742 -1.4285741004531487
1.1482727126877637 5.5270817077718242
2.0028231139085051 7.5996687813502506
0.2373969319969800 8.0230237389470602
0.3621088000282524 5.5185146784370422
-5.5025069582492447 -0.3906843981986392
-7.6097968283653383 0.1465058007418443
-8.1989927571772263 -0.1553448627393852
-6.1217529468853167 -1.4718307652865934
-6.7943205688386588 -1.8534556559043167
-7.7040570249152855 -0.2042270022562763
-7.9758432750966444 -0.6128242565536925
-7.4653155562717046 -0.7488124751667926
-6.9037912990518251 -0.0518558008409307
3.3697320378614828 5.3694030097407861
-6.4541130942290090 -1.2207312599169391
-0.1632987235605068 6.1631602741474012
-6.4335796040038300 -1.3772648893397701
-0.6769069191522379 6.6288564361213789
-1.4713568807215860 5.5884480567025170
-6.7656749759540524 -0.2879818696391901
1.1284202585676562 7.4877930093936964
-7.7076231540066891 -2.5087302481560227
-5.6390883496303736 0.0185971357845978
0.5161227923719286 5.6517922157686380
0.4958624556879632 7.5781812372957340
-7.6237017930112829 -0.3563460860137370
-7.8359047023077446 -0.8882911610232924
-3.6669215330219354 0.1638029983466183
1.8525946488824843 5.5059362217627266
-7.2963468417449793 -2.3305276280458989
-5.5853412029984302 1.0657182613790122
-0.3560198738552148 8.2372701248636453
-0.2837811420868286 7.1620540038613241
-7.3270720327026710 -3.1791012664551461
-7.0837633963943469 -0.3330452087302203
-8.8508897077652460 0.0783023474411291
-7.7445759675307499 0.2100744554675529
-8.6761907448044209 -0.3190035933631878
-10.0244599454164209 -1.0212581597353929
-8.3934198068974357 -1.0091623765664539
2.5574356889599397 7.6652563470800468
-6.7182150743249913 -0.9675454662954682
1.7398202532172355 6.6639899133173062
-7.6021274382740778 -1.3731640424850999
1.7114528942305682 6.0479805536380731
-5.6022714700649479 0.1805630043214512
1.1776215036666990 5.6631974785168939
0.9807137474233074 5.8819983456896949
-7.0919403097747846 -0.4625687360752320
1.6569224855045774 7.2446316623129023
-6.7737716720650845 -1.3852640302753307
1.7156385316949438 6.8775009573110024
-8.9026580178180268 -0.4826941740273198
-0.2629457643356233 6.2547708217595401
-5.8606959038584110 -0.1154021334411311
-5.7299339676253567 0.2951607576150359
0.0463550020079871 7.0163549022177873
-0.5458700822233369 7.4429629997935756
0.7308542458044696 4.2937959978411566
-7.6983728409673295 -1.2138844695127067
-1.2725605426299589 6.9011553713438332
2.2003779951895934 7.0864809027479811
-0.2140592016080684 7.3879000964518928
-0.5714136028519616 7.8788981247359526
0.9993473863731449 6.0157875965352261
0.8467604051122035 6.9430945150377967
0.1900840430103122 7.1699281726377455
-8.2013270032733061 -0.1508605863567208
-0.3787478557501358 8.4752571667556040
2.3816443932780240 6.6195041085931532
0.5240962769212991 4.7947001239205829
-6.8039432445934560 0.4640902219510499
-0.2939132322816891 7.1807549769191654
-8.3684848983202489 -1.4828228129862913
-6.6237181759405646 0.1824810972682118
0.3266547898724562 6.0491639366840788
1.8560147293722478 5.7917430501075344
-8.1445678302305868 -1.7394807682503266
-7.6428760178195638 -1.2603710140888755
1.7636358553073419 6.3519984524942030
-4.4832837676921065 -0.5191950159984895
-5.3487507168775057 -1.3077047579581573
1.6817059596823785 5.4520038221856897
-8.5340339313890112 -1.1873871188741190
-0.2306562232843782 5.0394544959778091
-8.3023555357415866 -2.0557823545845055
0.0879662127588925 5.9721313349253720
-7.0745987311674332 -0.1295237319423813
0.1966488712202216 6.0826980724908903
0.5863008010265256 7.3591493064541300
0.1533695081094161 3.5876743714340380
-7.7333789164871707 -0.2826320994169206
0.0702261683574319 5.4297796893355352
1.5260527047441186 5.5044423095740047
-6.5832371102874108 -0.2311171308908205
