0.570010	2.3119528
0.86	1.93516605
1.62	1.979669192
2.07	1.246680542
1.33	2.501799579
0.45	2.359359649
1.53	0.87568995
1.13	0.558338852
0.26	1.194030354
0.69	1.32214216
0.44	0.96040294
2.32	0.929075467
0.74	2.280341967
2.06	1.850563638
1.81	1.589606696
0.28	1.681993202
2.17	1.892598827
1.62	2.302808127
2.06	0.821237529
1.64	1.755115013
1.04	1.886120181
0.04	1.343539981
1.81	1.435858276
0.21	0.424118592
1.16	1.825272076
1.26	2.498698104
1.45	1.842606158
0.47	0.416430836
0.62	1.245028506
0.23	0.913127343
0.64	0.144062569
1.89	1.617269891
0.38	1.989761181
1.25	2.01185359
1.86	1.960246584
0.45	1.826826335
0.50	2.053846313
0.21	2.004954057
1.97	1.908564551
1.48	2.281167163
1.74	1.920749799
1.84	1.370847607
0.91	1.983708942
1.37	1.428363611
1.51	2.097928834
1.52	2.010167746
1.50	1.715229801
2.06	0.503689153
0.45	2.08875062
0.29	1.88113527
2.19	1.863928834
0.15	2.062488473
1.23	1.4656557
1.67	0.555974006
0.44	1.640496149
1.77	1.139451353
1.91	0.334463605
1.89	1.797822214
0.70	1.345768137
1.12	2.22983617
0.17	1.359648728
1.68	1.248046139
0.31	0.708952284
2.25	1.210390908
0.79	2.221659636
0.44	0.67096645
0.89	2.463272238
1.19	2.546390315
0.36	1.780710931
1.08	1.195453358
0.58	1.647712691
0.76	1.823307271
1.43	1.961114932
1.77	1.73125175
0.46	1.871717119
1.91	2.092028161
0.75	2.136918858
1.26	0.482713653
2.10	1.487228116
2.10	0.967408555
2.07	2.120125521
1.53	2.317001528
1.15	0.386858437
1.42	0.162091887
2.40	1.695273995
1.27	1.992734574
1.77	2.032895111
0.23	1.2749179
1.04	2.335182337
0.92	0.256333371
1.43	0.537451383
2.13	1.961490151
1.89	1.827828486
2.20	1.592720497
1.01	1.992555323
1.24	1.431775175
0.82	1.712773728
0.35	2.185065869
2.10	2.10735725
0.25	1.957000301
0.34	1.469163696
1.39	1.423352171
1.95	1.809918295
1.18	1.100485388
0.15	1.556633195
0.43	1.83564352
2.26	0.737217162
1.56	0.904305853
1.15	2.135533739
0.51	1.888939105
1.35	2.246464939
0.63	2.274390495
1.55	2.246124629
1.66	0.483157267
1.83	1.116542341
1.81	1.726478218
0.71	1.512421182
0.22	0.860987982
1.24	0.656770623
0.43	1.719589752
1.94	0.445599589
1.88	0.970477447
0.70	0.38656472
0.50	2.403845054
0.34	1.68397637
0.07	1.732440677
1.98	1.965376802
1.91	2.237314737
0.96	2.158522523
1.08	1.377034381
1.61	0.609746724
0.79	0.489239926
1.20	0.411978365
0.85	2.318758142
1.18	1.629938838
0.26	1.915189752
0.05	1.58471613
0.88	2.272913867
1.37	2.503281694
2.36	1.487321165
2.09	1.939565273
0.81	2.118272047
1.28	1.796836992
2.24	1.945091863
0.70	1.641435841
0.41	0.896894792
0.60	1.624520932
2.04	2.235620657
0.30	0.743995647
1.08	1.012374263
0.29	1.847509469
2.36	1.618971876
1.41	1.36902604
1.14	2.136178748
1.15	0.392857869
2.22	1.248059589
0.50	2.141933908
1.97	0.299249472
1.77	2.11708411
1.26	1.323689951
2.10	0.337586814
2.02	0.700448644
1.68	0.653296021
1.52	2.197923512
0.27	2.12942873
0.09	1.652365398
1.84	2.339263664
1.75	1.846031292
1.50	1.776163263
1.69	2.148841008
0.74	1.574009509
2.30	1.616163177
1.11	1.050620683
2.40	1.563916759
0.72	2.030617057
0.84	0.806075375
0.30	0.842947823
0.74	1.574357409
0.53	2.205149615
1.01	2.197412219
0.17	1.663392903
1.22	2.389894853
0.00	1.85422218
0.29	0.60109721
0.14	1.522377117
1.61	2.153445412
1.73	0.226599961
1.62	1.198852537
2.19	1.68756292
2.03	2.063783654
0.76	1.302126907
1.26	1.951213296
1.15	2.394975763
1.09	2.223134501
1.40	2.337804926
1.10	2.555509014
0.87	2.450611281
0.46	1.408387325
1.73	2.233020756
1.72	0.905664628
1.19	1.958015264
1.15	2.313883333
1.62	1.851487002
1.22	1.69270927
2.17	1.556534508
1.57	2.400860196
0.29	2.192013723
0.24	1.920953481
1.90	1.508443365
1.58	2.408242895
1.93	2.046984871
0.33	1.690031338
0.83	2.198351021
0.60	2.089711954
0.64	1.581975668
2.05	0.170796207
0.24	1.865247572
1.80	2.21186706
2.00	1.012017364
2.07	2.032060843
1.86	2.184368611
2.12	0.32228713
1.86	2.017716313
2.26	1.627442601
2.07	2.122588444
0.98	1.313939674
2.37	0.810759945
1.42	2.414901245
1.09	2.558044363
1.43	2.42896134
1.39	2.426109743
1.20	1.67701686
0.53	1.325870418
1.19	1.882045824
2.29	1.080123995
2.03	0.98783501
1.29	1.395831081
0.26	1.83351193
1.28	2.003974679
0.32	2.023053778
0.50	0.25825098
1.19	1.358035685
0.56	2.194325041
0.50	2.326554681
1.45	2.236937411
0.41	0.944063424
1.39	2.423076014
1.24	1.959604215
1.31	0.442384113
0.56	1.872285096
1.91	1.875129799
0.75	2.281574026
0.92	1.413594004
0.44	2.255526
0.60	2.336773194
2.42	1.700672201
